英语文摘2020年7-12合订本	￥68.00	世界知识出版社	穆媛	https://item.jd.com/12796591.html	https://img11.360buyimg.com/n1/s200x200_jfs/t1/171370/29/5896/363930/601f963aE8de2cbdc/9e7191192358c8ab.jpg
经典英语学习书每天读点英语单词起源初高中大学书虫系列英语阅读中英双语版英文小说阅读书籍轻松英语名作	￥25.80	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038371300746.html	https://img11.360buyimg.com/n1/s200x200_jfs/t1/169267/20/27454/390612/618dffcbE45a0409a/d470e9cd798c69e6.jpg
经典英语学习书每天读点英语单词起源初高中大学书虫系列英语阅读中英双语版英文小说阅读书籍轻松英语名作	￥21.00	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038371183254.html	https://img14.360buyimg.com/n1/s200x200_jfs/t1/205550/33/15463/396553/61949c70Ef7acb2b6/83d4008b6992b3bf.jpg
经典英语学习书每天读点英文小故事英汉互译扫码听书正版英文美文赏析英语语音发声练习素材短故事	￥25.80	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038371369465.html	https://img10.360buyimg.com/n1/s200x200_jfs/t1/221845/37/2346/297693/618dffc9E32cf30e9/f04c818a0122984d.jpg
经典英语学习书每天读点英语名人名言双语英汉对照读物书籍小学初中高中新编轻松阅读读本系列英文原版原作	￥25.80	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038371255256.html	https://img11.360buyimg.com/n1/s200x200_jfs/t1/199892/11/16687/369205/618dffc9Ee7aa4768/1b9a9b2b55e4d1b9.jpg
正版新书经典英语学习书每天读点英语句型103个高频使用句型学英语入门书籍附赠配套音频每	￥16.80	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038366275733.html	https://img13.360buyimg.com/n1/s200x200_jfs/t1/200874/29/15627/334909/618dffbfEfc768aff/cb79db98fa39ed6e.jpg
经典英语学习书每天读点英语单词起源初高中大学书虫系列英语阅读中英双语版英文小说阅读书籍轻松英语名作	￥19.90	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038371277889.html	https://img14.360buyimg.com/n1/s200x200_jfs/t1/141788/15/24619/409765/61c44008Eb110dacc/e666a8fe016f383d.jpg
一番日本语2019年12月月刊配日文音频全彩印刷	￥15.80	大连理工大学出版社	菅阳子（日）、桑原政人（日）、尾谷香织（日）、王凌、蛋蛋动漫等	https://item.jd.com/12606385.html	https://img10.360buyimg.com/n1/s200x200_jfs/t1/98078/6/4709/440403/5de8cbb0Efff94975/848470f5d8d19814.jpg
每天读点名人英语书信美文正版经典英语学习书双语英文书信邮件范文成人大学生青少年英语学习练习素材	￥25.80	新疆生产建设兵团出版社	曾林姣	https://item.jd.com/10040021496164.html	https://img14.360buyimg.com/n1/s200x200_jfs/t1/213184/6/4230/263178/618dffc9E0aa8e690/249e1cd52c23bb62.jpg
正版新书经典英语学习书每天读点英语句型103个高频使用句型学英语入门书籍附赠配套音频每	￥15.80	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038366238642.html	https://img12.360buyimg.com/n1/s200x200_jfs/t1/139562/7/24520/353538/61c44008E6edef0ac/0086255a297b59df.jpg
大电影双语阅读.复仇者联盟4：终局之战Avengers:Endgame（赠英文音频、电子书及	￥49.80	华东理工大学出版社	美国漫威公司	https://item.jd.com/12838788.html	https://img13.360buyimg.com/n1/s200x200_jfs/t1/98304/5/18027/388608/5e8d3b7eEc38e2c4e/6abe1b7b4b882772.jpg
经典英语学习书每天读点美剧对白双语英汉对照读物书籍小学初中高中新编轻松阅读读本系列英文原版原名作欣	￥15.80	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038366220607.html	https://img12.360buyimg.com/n1/s200x200_jfs/t1/205603/3/19863/398133/61c44008E19d36744/baef760cc5ccacfc.jpg
经典英语学习书每天读点英语名人名言双语英汉对照读物书籍小学初中高中新编轻松阅读读本系列英文原版原作	￥19.90	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038371245074.html	https://img14.360buyimg.com/n1/s200x200_jfs/t1/200888/14/20121/387669/61c44009Ee3b27e59/b68257b43246e2ef.jpg
经典英语学习书每天读点英文小故事英汉互译扫码听书正版英文美文赏析英语语音发声练习素材短故事	￥19.90	新疆生产建设兵团出版社	金文乐	https://item.jd.com/10038371369031.html	https://img11.360buyimg.com/n1/s200x200_jfs/t1/206017/24/18692/316501/61c44009E178cad28/6734d8d5ec853bb5.jpg
一番日本语2019年7月月刊配日文音频全彩印刷	￥15.80	大连理工大学出版社	菅阳子（日）、桑原政人（日）、尾谷香织（日）、王凌、蛋蛋动漫等	https://item.jd.com/12647824.html	https://img14.360buyimg.com/n1/s200x200_jfs/t1/33700/24/15718/316323/5d22b6dcE93a5b70e/a1ee156684c26347.jpg
